date,cusip,series,coupon,maturity_date,price,yield,tenor
21/07/2025,YW8260831,FR103,6.75,15/07/2035,101.753,6.508,10_year
22/07/2025,YW8260831,FR103,6.75,15/07/2035,101.996,6.475,10_year
23/07/2025,YW8260831,FR103,6.75,15/07/2035,101.899,6.488,10_year
24/07/2025,YW8260831,FR103,6.75,15/07/2035,101.837,6.496,10_year
25/07/2025,YW8260831,FR103,6.75,15/07/2035,101.75,6.508,10_year
28/07/2025,YW8260831,FR103,6.75,15/07/2035,101.661,6.52,10_year
29/07/2025,YW8260831,FR103,6.75,15/07/2035,101.498,6.542,10_year
30/07/2025,YW8260831,FR103,6.75,15/07/2035,101.504,6.541,10_year
31/07/2025,YW8260831,FR103,6.75,15/07/2035,101.427,6.552,10_year
01/08/2025,YW8260831,FR103,6.75,15/07/2035,101.347,6.563,10_year
04/08/2025,YW8260831,FR103,6.75,15/07/2035,101.944,6.481,10_year
05/08/2025,YW8260831,FR103,6.75,15/07/2035,102.038,6.468,10_year
06/08/2025,YW8260831,FR103,6.75,15/07/2035,102.078,6.462,10_year
07/08/2025,YW8260831,FR103,6.75,15/07/2035,102.244,6.44,10_year
08/08/2025,YW8260831,FR103,6.75,15/07/2035,102.549,6.398,10_year
11/08/2025,YW8260831,FR103,6.75,15/07/2035,102.391,6.419,10_year
12/08/2025,YW8260831,FR103,6.75,15/07/2035,102.436,6.413,10_year
13/08/2025,YW8260831,FR103,6.75,15/07/2035,102.626,6.387,10_year
14/08/2025,YW8260831,FR103,6.75,15/07/2035,102.816,6.361,10_year
15/08/2025,YW8260831,FR103,6.75,15/07/2035,102.697,6.377,10_year
18/08/2025,YW8260831,FR103,6.75,15/07/2035,,,10_year
19/08/2025,YW8260831,FR103,6.75,15/07/2035,102.563,6.395,10_year
20/08/2025,YW8260831,FR103,6.75,15/07/2035,102.721,6.374,10_year
21/08/2025,YW8260831,FR103,6.75,15/07/2035,103.167,6.313,10_year
22/08/2025,YW8260831,FR103,6.75,15/07/2035,102.99,6.337,10_year
25/08/2025,YW8260831,FR103,6.75,15/07/2035,103.158,6.314,10_year
26/08/2025,YW8260831,FR103,6.75,15/07/2035,103.191,6.31,10_year
27/08/2025,YW8260831,FR103,6.75,15/07/2035,103.203,6.308,10_year
28/08/2025,YW8260831,FR103,6.75,15/07/2035,103.286,6.297,10_year
29/08/2025,YW8260831,FR103,6.75,15/07/2035,102.953,6.341,10_year
01/09/2025,YW8260831,FR103,6.75,15/07/2035,102.598,6.389,10_year
02/09/2025,YW8260831,FR103,6.75,15/07/2035,102.861,6.354,10_year
03/09/2025,YW8260831,FR103,6.75,15/07/2035,102.679,6.378,10_year
04/09/2025,YW8260831,FR103,6.75,15/07/2035,102.718,6.373,10_year
05/09/2025,YW8260831,FR103,6.75,15/07/2035,,,10_year
08/09/2025,YW8260831,FR103,6.75,15/07/2035,102.773,6.365,10_year
09/09/2025,YW8260831,FR103,6.75,15/07/2035,102.409,6.415,10_year
10/09/2025,YW8260831,FR103,6.75,15/07/2035,102.475,6.405,10_year
11/09/2025,YW8260831,FR103,6.75,15/07/2035,102.768,6.365,10_year
12/09/2025,YW8260831,FR103,6.75,15/07/2035,103.129,6.316,10_year
15/09/2025,YW8260831,FR103,6.75,15/07/2035,103.092,6.321,10_year
16/09/2025,YW8260831,FR103,6.75,15/07/2035,103.091,6.321,10_year
17/09/2025,YW8260831,FR103,6.75,15/07/2035,103.498,6.266,10_year
18/09/2025,YW8260831,FR103,6.75,15/07/2035,103.534,6.261,10_year
19/09/2025,YW8260831,FR103,6.75,15/07/2035,103.351,6.285,10_year
22/09/2025,YW8260831,FR103,6.75,15/07/2035,103.141,6.314,10_year
23/09/2025,YW8260831,FR103,6.75,15/07/2035,103.04,6.327,10_year
24/09/2025,YW8260831,FR103,6.75,15/07/2035,102.721,6.371,10_year
25/09/2025,YW8260831,FR103,6.75,15/07/2035,102.503,6.4,10_year
26/09/2025,YW8260831,FR103,6.75,15/07/2035,102.464,6.406,10_year
29/09/2025,YW8260831,FR103,6.75,15/07/2035,102.848,6.353,10_year
30/09/2025,YW8260831,FR103,6.75,15/07/2035,102.871,6.35,10_year
01/10/2025,YW8260831,FR103,6.75,15/07/2035,103.171,6.309,10_year
02/10/2025,YW8260831,FR103,6.75,15/07/2035,103.114,6.316,10_year
03/10/2025,YW8260831,FR103,6.75,15/07/2035,103.261,6.296,10_year
06/10/2025,YW8260831,FR103,6.75,15/07/2035,103.402,6.277,10_year
07/10/2025,YW8260831,FR103,6.75,15/07/2035,103.758,6.229,10_year
08/10/2025,YW8260831,FR103,6.75,15/07/2035,104.278,6.159,10_year
09/10/2025,YW8260831,FR103,6.75,15/07/2035,104.726,6.098,10_year
10/10/2025,YW8260831,FR103,6.75,15/07/2035,104.8,6.088,10_year
13/10/2025,YW8260831,FR103,6.75,15/07/2035,104.832,6.084,10_year
14/10/2025,YW8260831,FR103,6.75,15/07/2035,105.057,6.054,10_year
15/10/2025,YW8260831,FR103,6.75,15/07/2035,105.441,6.003,10_year
16/10/2025,YW8260831,FR103,6.75,15/07/2035,105.921,5.939,10_year
17/10/2025,YW8260831,FR103,6.75,15/07/2035,105.82,5.952,10_year
20/10/2025,YW8260831,FR103,6.75,15/07/2035,105.852,5.948,10_year
21/10/2025,YW8260831,FR103,6.75,15/07/2035,105.908,5.94,10_year
22/10/2025,YW8260831,FR103,6.75,15/07/2035,105.839,5.949,10_year
23/10/2025,YW8260831,FR103,6.75,15/07/2035,105.635,5.975,10_year
24/10/2025,YW8260831,FR103,6.75,15/07/2035,105.641,5.975,10_year
27/10/2025,YW8260831,FR103,6.75,15/07/2035,105.601,5.98,10_year
28/10/2025,YW8260831,FR103,6.75,15/07/2035,105.599,5.98,10_year
29/10/2025,YW8260831,FR103,6.75,15/07/2035,105.512,5.991,10_year
30/10/2025,YW8260831,FR103,6.75,15/07/2035,105.214,6.03,10_year
31/10/2025,YW8260831,FR103,6.75,15/07/2035,104.988,6.06,10_year
03/11/2025,YW8260831,FR103,6.75,15/07/2035,104.405,6.139,10_year
04/11/2025,YW8260831,FR103,6.75,15/07/2035,104.326,6.149,10_year
05/11/2025,YW8260831,FR103,6.75,15/07/2035,104.267,6.157,10_year
06/11/2025,YW8260831,FR103,6.75,15/07/2035,104.2,6.166,10_year
07/11/2025,YW8260831,FR103,6.75,15/07/2035,,,10_year
10/11/2025,YW8260831,FR103,6.75,15/07/2035,,,10_year
11/11/2025,YW8260831,FR103,6.75,15/07/2035,104.292,6.153,10_year
12/11/2025,YW8260831,FR103,6.75,15/07/2035,104.409,6.137,10_year
13/11/2025,YW8260831,FR103,6.75,15/07/2035,104.542,6.119,10_year
14/11/2025,YW8260831,FR103,6.75,15/07/2035,104.592,6.112,10_year
17/11/2025,YW8260831,FR103,6.75,15/07/2035,104.525,6.121,10_year
18/11/2025,YW8260831,FR103,6.75,15/07/2035,104.492,6.125,10_year
19/11/2025,YW8260831,FR103,6.75,15/07/2035,104.492,6.125,10_year
20/11/2025,YW8260831,FR103,6.75,15/07/2035,104.325,6.147,10_year
21/11/2025,YW8260831,FR103,6.75,15/07/2035,104.167,6.169,10_year
24/11/2025,YW8260831,FR103,6.75,15/07/2035,103.892,6.206,10_year
25/11/2025,YW8260831,FR103,6.75,15/07/2035,104.041,6.186,10_year
26/11/2025,YW8260831,FR103,6.75,15/07/2035,103.708,6.231,10_year
27/11/2025,YW8260831,FR103,6.75,15/07/2035,103.459,6.265,10_year
28/11/2025,YW8260831,FR103,6.75,15/07/2035,103.223,6.297,10_year
01/12/2025,YW8260831,FR103,6.75,15/07/2035,103.5,6.259,10_year
02/12/2025,YW8260831,FR103,6.75,15/07/2035,103.409,6.271,10_year
03/12/2025,YW8260831,FR103,6.75,15/07/2035,103.642,6.239,10_year
04/12/2025,YW8260831,FR103,6.75,15/07/2035,104.01,6.189,10_year
05/12/2025,YW8260831,FR103,6.75,15/07/2035,104.077,6.179,10_year
08/12/2025,YW8260831,FR103,6.75,15/07/2035,103.992,6.191,10_year
09/12/2025,YW8260831,FR103,6.75,15/07/2035,,,10_year
10/12/2025,YW8260831,FR103,6.75,15/07/2035,104.15,6.169,10_year
11/12/2025,YW8260831,FR103,6.75,15/07/2035,104.224,6.159,10_year
12/12/2025,YW8260831,FR103,6.75,15/07/2035,104.191,6.163,10_year
